kecamatan,periode,jumlah_kasus,tahun,bulan,nama_bulan,musim
Gambir,2025-01-01,6,2025,1,January,Musim Hujan
Gambir,2025-02-01,5,2025,2,February,Musim Hujan
Gambir,2025-03-01,7,2025,3,March,Pancaroba I
Gambir,2025-04-01,4,2025,4,April,Pancaroba I
Gambir,2025-05-01,3,2025,5,May,Pancaroba I
Gambir,2025-06-01,2,2025,6,June,Musim Kemarau
Gambir,2025-07-01,1,2025,7,July,Musim Kemarau
Gambir,2025-08-01,3,2025,8,August,Musim Kemarau
Gambir,2025-09-01,4,2025,9,September,Pancaroba II
Gambir,2025-10-01,1,2025,10,October,Pancaroba II
Gambir,2025-11-01,2,2025,11,November,Pancaroba II
Gambir,2025-12-01,0,2025,12,December,Musim Hujan
Grogol Petamburan,2010-01-01,17,2010,1,January,Musim Hujan
Grogol Petamburan,2010-02-01,20,2010,2,February,Musim Hujan
Grogol Petamburan,2010-03-01,39,2010,3,March,Pancaroba I
Grogol Petamburan,2010-04-01,51,2010,4,April,Pancaroba I
Grogol Petamburan,2010-05-01,27,2010,5,May,Pancaroba I
Grogol Petamburan,2010-06-01,19,2010,6,June,Musim Kemarau
Grogol Petamburan,2010-07-01,20,2010,7,July,Musim Kemarau
Grogol Petamburan,2010-08-01,20,2010,8,August,Musim Kemarau
Grogol Petamburan,2010-09-01,30,2010,9,September,Pancaroba II
Grogol Petamburan,2010-10-01,22,2010,10,October,Pancaroba II
Grogol Petamburan,2010-11-01,24,2010,11,November,Pancaroba II
Grogol Petamburan,2010-12-01,18,2010,12,December,Musim Hujan
Grogol Petamburan,2011-01-01,15,2011,1,January,Musim Hujan
Grogol Petamburan,2011-02-01,6,2011,2,February,Musim Hujan
Grogol Petamburan,2011-03-01,11,2011,3,March,Pancaroba I
Grogol Petamburan,2011-04-01,9,2011,4,April,Pancaroba I
Grogol Petamburan,2011-05-01,4,2011,5,May,Pancaroba I
Grogol Petamburan,2011-06-01,4,2011,6,June,Musim Kemarau
Grogol Petamburan,2011-07-01,5,2011,7,July,Musim Kemarau
Grogol Petamburan,2011-08-01,15,2011,8,August,Musim Kemarau
Grogol Petamburan,2011-09-01,5,2011,9,September,Pancaroba II
Grogol Petamburan,2011-10-01,3,2011,10,October,Pancaroba II
Grogol Petamburan,2011-11-01,3,2011,11,November,Pancaroba II
Grogol Petamburan,2011-12-01,6,2011,12,December,Musim Hujan
Grogol Petamburan,2012-01-01,11,2012,1,January,Musim Hujan
Grogol Petamburan,2012-02-01,15,2012,2,February,Musim Hujan
Grogol Petamburan,2012-03-01,15,2012,3,March,Pancaroba I
Grogol Petamburan,2012-04-01,8,2012,4,April,Pancaroba I
Grogol Petamburan,2012-05-01,17,2012,5,May,Pancaroba I
Grogol Petamburan,2012-06-01,18,2012,6,June,Musim Kemarau
Grogol Petamburan,2012-07-01,18,2012,7,July,Musim Kemarau
Grogol Petamburan,2012-08-01,12,2012,8,August,Musim Kemarau
Grogol Petamburan,2012-09-01,11,2012,9,September,Pancaroba II
Grogol Petamburan,2012-10-01,5,2012,10,October,Pancaroba II
Grogol Petamburan,2012-11-01,7,2012,11,November,Pancaroba II
Grogol Petamburan,2012-12-01,1,2012,12,December,Musim Hujan
Grogol Petamburan,2013-01-01,23,2013,1,January,Musim Hujan
Grogol Petamburan,2013-02-01,16,2013,2,February,Musim Hujan
Grogol Petamburan,2013-03-01,34,2013,3,March,Pancaroba I
Grogol Petamburan,2013-04-01,44,2013,4,April,Pancaroba I
Grogol Petamburan,2013-05-01,11,2013,5,May,Pancaroba I
Grogol Petamburan,2013-06-01,12,2013,6,June,Musim Kemarau
Grogol Petamburan,2013-07-01,16,2013,7,July,Musim Kemarau
Grogol Petamburan,2013-08-01,22,2013,8,August,Musim Kemarau
Grogol Petamburan,2013-09-01,11,2013,9,September,Pancaroba II
Grogol Petamburan,2013-10-01,7,2013,10,October,Pancaroba II
Grogol Petamburan,2013-11-01,9,2013,11,November,Pancaroba II
Grogol Petamburan,2013-12-01,4,2013,12,December,Musim Hujan
Grogol Petamburan,2014-01-01,20,2014,1,January,Musim Hujan
Grogol Petamburan,2014-02-01,22,2014,2,February,Musim Hujan
Grogol Petamburan,2014-03-01,66,2014,3,March,Pancaroba I
Grogol Petamburan,2014-04-01,44,2014,4,April,Pancaroba I
Grogol Petamburan,2014-05-01,56,2014,5,May,Pancaroba I
Grogol Petamburan,2014-06-01,41,2014,6,June,Musim Kemarau
Grogol Petamburan,2014-07-01,15,2014,7,July,Musim Kemarau
Grogol Petamburan,2014-08-01,19,2014,8,August,Musim Kemarau
Grogol Petamburan,2014-09-01,10,2014,9,September,Pancaroba II
Grogol Petamburan,2014-10-01,8,2014,10,October,Pancaroba II
Grogol Petamburan,2014-11-01,1,2014,11,November,Pancaroba II
Grogol Petamburan,2014-12-01,4,2014,12,December,Musim Hujan
Grogol Petamburan,2015-01-01,6,2015,1,January,Musim Hujan
Grogol Petamburan,2015-02-01,19,2015,2,February,Musim Hujan
Grogol Petamburan,2015-03-01,48,2015,3,March,Pancaroba I
Grogol Petamburan,2015-04-01,39,2015,4,April,Pancaroba I
Grogol Petamburan,2015-05-01,9,2015,5,May,Pancaroba I
Grogol Petamburan,2015-06-01,19,2015,6,June,Musim Kemarau
Grogol Petamburan,2015-07-01,14,2015,7,July,Musim Kemarau
Grogol Petamburan,2015-08-01,4,2015,8,August,Musim Kemarau
Grogol Petamburan,2015-09-01,4,2015,9,September,Pancaroba II
Grogol Petamburan,2015-10-01,7,2015,10,October,Pancaroba II
Grogol Petamburan,2015-11-01,1,2015,11,November,Pancaroba II
Grogol Petamburan,2015-12-01,6,2015,12,December,Musim Hujan
Grogol Petamburan,2016-01-01,32,2016,1,January,Musim Hujan
Grogol Petamburan,2016-02-01,61,2016,2,February,Musim Hujan
Grogol Petamburan,2016-03-01,56,2016,3,March,Pancaroba I
Grogol Petamburan,2016-04-01,83,2016,4,April,Pancaroba I
Grogol Petamburan,2016-05-01,44,2016,5,May,Pancaroba I
Grogol Petamburan,2016-06-01,44,2016,6,June,Musim Kemarau
Grogol Petamburan,2016-07-01,30,2016,7,July,Musim Kemarau
Grogol Petamburan,2016-08-01,24,2016,8,August,Musim Kemarau
Grogol Petamburan,2016-09-01,32,2016,9,September,Pancaroba II
Grogol Petamburan,2016-10-01,49,2016,10,October,Pancaroba II
Grogol Petamburan,2016-11-01,44,2016,11,November,Pancaroba II
Grogol Petamburan,2016-12-01,25,2016,12,December,Musim Hujan
Grogol Petamburan,2017-01-01,15,2017,1,January,Musim Hujan
Grogol Petamburan,2017-02-01,5,2017,2,February,Musim Hujan
Grogol Petamburan,2017-03-01,16,2017,3,March,Pancaroba I
Grogol Petamburan,2017-04-01,4,2017,4,April,Pancaroba I
Grogol Petamburan,2017-05-01,10,2017,5,May,Pancaroba I
Grogol Petamburan,2017-06-01,4,2017,6,June,Musim Kemarau
Grogol Petamburan,2017-07-01,4,2017,7,July,Musim Kemarau
Grogol Petamburan,2017-08-01,5,2017,8,August,Musim Kemarau
Grogol Petamburan,2017-09-01,1,2017,9,September,Pancaroba II
Grogol Petamburan,2017-10-01,0,2017,10,October,Pancaroba II
Grogol Petamburan,2017-11-01,2,2017,11,November,Pancaroba II
Grogol Petamburan,2017-12-01,4,2017,12,December,Musim Hujan
Grogol Petamburan,2018-01-01,14,2018,1,January,Musim Hujan
Grogol Petamburan,2018-02-01,7,2018,2,February,Musim Hujan
Grogol Petamburan,2018-03-01,13,2018,3,March,Pancaroba I
Grogol Petamburan,2018-04-01,31,2018,4,April,Pancaroba I
Grogol Petamburan,2018-05-01,46,2018,5,May,Pancaroba I
Grogol Petamburan,2018-06-01,15,2018,6,June,Musim Kemarau
Grogol Petamburan,2018-07-01,7,2018,7,July,Musim Kemarau
Grogol Petamburan,2018-08-01,8,2018,8,August,Musim Kemarau
Grogol Petamburan,2018-09-01,1,2018,9,September,Pancaroba II
Grogol Petamburan,2018-10-01,4,2018,10,October,Pancaroba II
Grogol Petamburan,2018-11-01,1,2018,11,November,Pancaroba II
Grogol Petamburan,2018-12-01,5,2018,12,December,Musim Hujan
Grogol Petamburan,2019-01-01,7,2019,1,January,Musim Hujan
Grogol Petamburan,2019-02-01,22,2019,2,February,Musim Hujan
Grogol Petamburan,2019-03-01,32,2019,3,March,Pancaroba I
Grogol Petamburan,2019-04-01,19,2019,4,April,Pancaroba I
Grogol Petamburan,2019-05-01,18,2019,5,May,Pancaroba I
Grogol Petamburan,2019-06-01,7,2019,6,June,Musim Kemarau
Grogol Petamburan,2019-07-01,5,2019,7,July,Musim Kemarau
Grogol Petamburan,2019-08-01,0,2019,8,August,Musim Kemarau
Grogol Petamburan,2019-09-01,0,2019,9,September,Pancaroba II
Grogol Petamburan,2019-10-01,0,2019,10,October,Pancaroba II
Grogol Petamburan,2019-11-01,0,2019,11,November,Pancaroba II
Grogol Petamburan,2019-12-01,0,2019,12,December,Musim Hujan
Grogol Petamburan,2020-01-01,8,2020,1,January,Musim Hujan
Grogol Petamburan,2020-02-01,17,2020,2,February,Musim Hujan
Grogol Petamburan,2020-03-01,36,2020,3,March,Pancaroba I
Grogol Petamburan,2020-04-01,27,2020,4,April,Pancaroba I
Grogol Petamburan,2020-05-01,10,2020,5,May,Pancaroba I
Grogol Petamburan,2020-06-01,6,2020,6,June,Musim Kemarau
Grogol Petamburan,2020-07-01,0,2020,7,July,Musim Kemarau
Grogol Petamburan,2020-08-01,0,2020,8,August,Musim Kemarau
Grogol Petamburan,2020-09-01,0,2020,9,September,Pancaroba II
Grogol Petamburan,2020-10-01,0,2020,10,October,Pancaroba II
Grogol Petamburan,2020-11-01,4,2020,11,November,Pancaroba II
Grogol Petamburan,2020-12-01,0,2020,12,December,Musim Hujan
Grogol Petamburan,2021-01-01,1,2021,1,January,Musim Hujan
Grogol Petamburan,2021-02-01,2,2021,2,February,Musim Hujan
Grogol Petamburan,2021-03-01,4,2021,3,March,Pancaroba I
Grogol Petamburan,2021-04-01,5,2021,4,April,Pancaroba I
Grogol Petamburan,2021-05-01,6,2021,5,May,Pancaroba I
Grogol Petamburan,2021-06-01,3,2021,6,June,Musim Kemarau
Grogol Petamburan,2021-07-01,5,2021,7,July,Musim Kemarau
Grogol Petamburan,2021-08-01,3,2021,8,August,Musim Kemarau
Grogol Petamburan,2021-09-01,0,2021,9,September,Pancaroba II
Grogol Petamburan,2021-10-01,3,2021,10,October,Pancaroba II
Grogol Petamburan,2021-11-01,4,2021,11,November,Pancaroba II
Grogol Petamburan,2021-12-01,2,2021,12,December,Musim Hujan
Grogol Petamburan,2022-01-01,7,2022,1,January,Musim Hujan
Grogol Petamburan,2022-02-01,11,2022,2,February,Musim Hujan
Grogol Petamburan,2022-03-01,8,2022,3,March,Pancaroba I
Grogol Petamburan,2022-04-01,7,2022,4,April,Pancaroba I
Grogol Petamburan,2022-05-01,5,2022,5,May,Pancaroba I
Grogol Petamburan,2022-06-01,8,2022,6,June,Musim Kemarau
Grogol Petamburan,2022-07-01,16,2022,7,July,Musim Kemarau
Grogol Petamburan,2022-08-01,10,2022,8,August,Musim Kemarau
Grogol Petamburan,2022-09-01,8,2022,9,September,Pancaroba II
Grogol Petamburan,2022-10-01,5,2022,10,October,Pancaroba II
Grogol Petamburan,2022-11-01,5,2022,11,November,Pancaroba II
Grogol Petamburan,2022-12-01,5,2022,12,December,Musim Hujan
Grogol Petamburan,2023-01-01,6,2023,1,January,Musim Hujan
Grogol Petamburan,2023-02-01,4,2023,2,February,Musim Hujan
Grogol Petamburan,2023-03-01,6,2023,3,March,Pancaroba I
Grogol Petamburan,2023-04-01,12,2023,4,April,Pancaroba I
Grogol Petamburan,2023-05-01,7,2023,5,May,Pancaroba I
Grogol Petamburan,2023-06-01,3,2023,6,June,Musim Kemarau
Grogol Petamburan,2023-07-01,6,2023,7,July,Musim Kemarau
Grogol Petamburan,2023-08-01,1,2023,8,August,Musim Kemarau
Grogol Petamburan,2023-09-01,3,2023,9,September,Pancaroba II
Grogol Petamburan,2023-10-01,0,2023,10,October,Pancaroba II
Grogol Petamburan,2023-11-01,2,2023,11,November,Pancaroba II
Grogol Petamburan,2023-12-01,1,2023,12,December,Musim Hujan
Grogol Petamburan,2024-01-01,4,2024,1,January,Musim Hujan
Grogol Petamburan,2024-02-01,9,2024,2,February,Musim Hujan
Grogol Petamburan,2024-03-01,51,2024,3,March,Pancaroba I
Grogol Petamburan,2024-04-01,56,2024,4,April,Pancaroba I
Grogol Petamburan,2024-05-01,48,2024,5,May,Pancaroba I
Grogol Petamburan,2024-06-01,17,2024,6,June,Musim Kemarau
Grogol Petamburan,2024-07-01,10,2024,7,July,Musim Kemarau
Grogol Petamburan,2024-08-01,20,2024,8,August,Musim Kemarau
Grogol Petamburan,2024-09-01,9,2024,9,September,Pancaroba II
Grogol Petamburan,2024-10-01,12,2024,10,October,Pancaroba II
Grogol Petamburan,2024-11-01,5,2024,11,November,Pancaroba II
Grogol Petamburan,2024-12-01,4,2024,12,December,Musim Hujan
Grogol Petamburan,2025-01-01,11,2025,1,January,Musim Hujan
Grogol Petamburan,2025-02-01,8,2025,2,February,Musim Hujan
Grogol Petamburan,2025-03-01,7,2025,3,March,Pancaroba I
Grogol Petamburan,2025-04-01,16,2025,4,April,Pancaroba I
Grogol Petamburan,2025-05-01,20,2025,5,May,Pancaroba I
Grogol Petamburan,2025-06-01,5,2025,6,June,Musim Kemarau
Grogol Petamburan,2025-07-01,13,2025,7,July,Musim Kemarau
Grogol Petamburan,2025-08-01,8,2025,8,August,Musim Kemarau
Grogol Petamburan,2025-09-01,9,2025,9,September,Pancaroba II
Grogol Petamburan,2025-10-01,1,2025,10,October,Pancaroba II
Grogol Petamburan,2025-11-01,8,2025,11,November,Pancaroba II
Grogol Petamburan,2025-12-01,9,2025,12,December,Musim Hujan
Jagakarsa,2010-01-01,84,2010,1,January,Musim Hujan
Jagakarsa,2010-02-01,54,2010,2,February,Musim Hujan
Jagakarsa,2010-03-01,89,2010,3,March,Pancaroba I
Jagakarsa,2010-04-01,98,2010,4,April,Pancaroba I
Jagakarsa,2010-05-01,63,2010,5,May,Pancaroba I
Jagakarsa,2010-06-01,45,2010,6,June,Musim Kemarau
Jagakarsa,2010-07-01,45,2010,7,July,Musim Kemarau
Jagakarsa,2010-08-01,45,2010,8,August,Musim Kemarau
Jagakarsa,2010-09-01,32,2010,9,September,Pancaroba II
Jagakarsa,2010-10-01,35,2010,10,October,Pancaroba II
Jagakarsa,2010-11-01,30,2010,11,November,Pancaroba II
Jagakarsa,2010-12-01,43,2010,12,December,Musim Hujan
Jagakarsa,2011-01-01,39,2011,1,January,Musim Hujan
Jagakarsa,2011-02-01,11,2011,2,February,Musim Hujan
Jagakarsa,2011-03-01,16,2011,3,March,Pancaroba I
Jagakarsa,2011-04-01,10,2011,4,April,Pancaroba I
Jagakarsa,2011-05-01,7,2011,5,May,Pancaroba I
Jagakarsa,2011-06-01,7,2011,6,June,Musim Kemarau
Jagakarsa,2011-07-01,19,2011,7,July,Musim Kemarau
Jagakarsa,2011-08-01,5,2011,8,August,Musim Kemarau
Jagakarsa,2011-09-01,3,2011,9,September,Pancaroba II
Jagakarsa,2011-10-01,7,2011,10,October,Pancaroba II
Jagakarsa,2011-11-01,7,2011,11,November,Pancaroba II
Jagakarsa,2011-12-01,3,2011,12,December,Musim Hujan
Jagakarsa,2012-01-01,21,2012,1,January,Musim Hujan
Jagakarsa,2012-02-01,20,2012,2,February,Musim Hujan
Jagakarsa,2012-03-01,17,2012,3,March,Pancaroba I
Jagakarsa,2012-04-01,27,2012,4,April,Pancaroba I
Jagakarsa,2012-05-01,31,2012,5,May,Pancaroba I
Jagakarsa,2012-06-01,44,2012,6,June,Musim Kemarau
Jagakarsa,2012-07-01,52,2012,7,July,Musim Kemarau
Jagakarsa,2012-08-01,27,2012,8,August,Musim Kemarau
Jagakarsa,2012-09-01,6,2012,9,September,Pancaroba II
Jagakarsa,2012-10-01,2,2012,10,October,Pancaroba II
Jagakarsa,2012-11-01,5,2012,11,November,Pancaroba II
Jagakarsa,2012-12-01,2,2012,12,December,Musim Hujan
Jagakarsa,2013-01-01,34,2013,1,January,Musim Hujan
Jagakarsa,2013-02-01,27,2013,2,February,Musim Hujan
Jagakarsa,2013-03-01,17,2013,3,March,Pancaroba I
Jagakarsa,2013-04-01,29,2013,4,April,Pancaroba I
Jagakarsa,2013-05-01,44,2013,5,May,Pancaroba I
Jagakarsa,2013-06-01,28,2013,6,June,Musim Kemarau
Jagakarsa,2013-07-01,57,2013,7,July,Musim Kemarau
Jagakarsa,2013-08-01,58,2013,8,August,Musim Kemarau
Jagakarsa,2013-09-01,30,2013,9,September,Pancaroba II
Jagakarsa,2013-10-01,21,2013,10,October,Pancaroba II
Jagakarsa,2013-11-01,20,2013,11,November,Pancaroba II
Jagakarsa,2013-12-01,4,2013,12,December,Musim Hujan
Jagakarsa,2014-01-01,67,2014,1,January,Musim Hujan
Jagakarsa,2014-02-01,31,2014,2,February,Musim Hujan
Jagakarsa,2014-03-01,52,2014,3,March,Pancaroba I
Jagakarsa,2014-04-01,48,2014,4,April,Pancaroba I
Jagakarsa,2014-05-01,37,2014,5,May,Pancaroba I
Jagakarsa,2014-06-01,25,2014,6,June,Musim Kemarau
Jagakarsa,2014-07-01,30,2014,7,July,Musim Kemarau
Jagakarsa,2014-08-01,14,2014,8,August,Musim Kemarau
Jagakarsa,2014-09-01,7,2014,9,September,Pancaroba II
Jagakarsa,2014-10-01,17,2014,10,October,Pancaroba II
Jagakarsa,2014-11-01,2,2014,11,November,Pancaroba II
Jagakarsa,2014-12-01,7,2014,12,December,Musim Hujan
Jagakarsa,2015-01-01,26,2015,1,January,Musim Hujan
Jagakarsa,2015-02-01,24,2015,2,February,Musim Hujan
Jagakarsa,2015-03-01,21,2015,3,March,Pancaroba I
Jagakarsa,2015-04-01,37,2015,4,April,Pancaroba I
Jagakarsa,2015-05-01,16,2015,5,May,Pancaroba I
Jagakarsa,2015-06-01,6,2015,6,June,Musim Kemarau
Jagakarsa,2015-07-01,10,2015,7,July,Musim Kemarau
Jagakarsa,2015-08-01,9,2015,8,August,Musim Kemarau
Jagakarsa,2015-09-01,4,2015,9,September,Pancaroba II
Jagakarsa,2015-10-01,0,2015,10,October,Pancaroba II
Jagakarsa,2015-11-01,6,2015,11,November,Pancaroba II
Jagakarsa,2015-12-01,8,2015,12,December,Musim Hujan
Jagakarsa,2016-01-01,41,2016,1,January,Musim Hujan
Jagakarsa,2016-02-01,85,2016,2,February,Musim Hujan
Jagakarsa,2016-03-01,113,2016,3,March,Pancaroba I
Jagakarsa,2016-04-01,153,2016,4,April,Pancaroba I
Jagakarsa,2016-05-01,98,2016,5,May,Pancaroba I
Jagakarsa,2016-06-01,58,2016,6,June,Musim Kemarau
Jagakarsa,2016-07-01,43,2016,7,July,Musim Kemarau
Jagakarsa,2016-08-01,40,2016,8,August,Musim Kemarau
Jagakarsa,2016-09-01,26,2016,9,September,Pancaroba II
Jagakarsa,2016-10-01,31,2016,10,October,Pancaroba II
Jagakarsa,2016-11-01,19,2016,11,November,Pancaroba II
Jagakarsa,2016-12-01,12,2016,12,December,Musim Hujan
Jagakarsa,2017-01-01,13,2017,1,January,Musim Hujan
Jagakarsa,2017-02-01,11,2017,2,February,Musim Hujan
Jagakarsa,2017-03-01,13,2017,3,March,Pancaroba I
Jagakarsa,2017-04-01,9,2017,4,April,Pancaroba I
Jagakarsa,2017-05-01,8,2017,5,May,Pancaroba I
Jagakarsa,2017-06-01,3,2017,6,June,Musim Kemarau
Jagakarsa,2017-07-01,4,2017,7,July,Musim Kemarau
Jagakarsa,2017-08-01,1,2017,8,August,Musim Kemarau
Jagakarsa,2017-09-01,0,2017,9,September,Pancaroba II
Jagakarsa,2017-10-01,4,2017,10,October,Pancaroba II
Jagakarsa,2017-11-01,2,2017,11,November,Pancaroba II
Jagakarsa,2017-12-01,6,2017,12,December,Musim Hujan
Jagakarsa,2018-01-01,12,2018,1,January,Musim Hujan
Jagakarsa,2018-02-01,10,2018,2,February,Musim Hujan
Jagakarsa,2018-03-01,4,2018,3,March,Pancaroba I
Jagakarsa,2018-04-01,15,2018,4,April,Pancaroba I
Jagakarsa,2018-05-01,12,2018,5,May,Pancaroba I
Jagakarsa,2018-06-01,10,2018,6,June,Musim Kemarau
Jagakarsa,2018-07-01,10,2018,7,July,Musim Kemarau
Jagakarsa,2018-08-01,6,2018,8,August,Musim Kemarau
Jagakarsa,2018-09-01,7,2018,9,September,Pancaroba II
Jagakarsa,2018-10-01,3,2018,10,October,Pancaroba II
Jagakarsa,2018-11-01,3,2018,11,November,Pancaroba II
Jagakarsa,2018-12-01,21,2018,12,December,Musim Hujan
Jagakarsa,2019-01-01,53,2019,1,January,Musim Hujan
Jagakarsa,2019-02-01,68,2019,2,February,Musim Hujan
Jagakarsa,2019-03-01,49,2019,3,March,Pancaroba I
Jagakarsa,2019-04-01,15,2019,4,April,Pancaroba I
Jagakarsa,2019-05-01,17,2019,5,May,Pancaroba I
Jagakarsa,2019-06-01,18,2019,6,June,Musim Kemarau
Jagakarsa,2019-07-01,8,2019,7,July,Musim Kemarau
Jagakarsa,2019-08-01,9,2019,8,August,Musim Kemarau
Jagakarsa,2019-09-01,0,2019,9,September,Pancaroba II
Jagakarsa,2019-10-01,0,2019,10,October,Pancaroba II
Jagakarsa,2019-11-01,1,2019,11,November,Pancaroba II
Jagakarsa,2019-12-01,4,2019,12,December,Musim Hujan
Jagakarsa,2020-01-01,4,2020,1,January,Musim Hujan
Jagakarsa,2020-02-01,15,2020,2,February,Musim Hujan
Jagakarsa,2020-03-01,25,2020,3,March,Pancaroba I
Jagakarsa,2020-04-01,8,2020,4,April,Pancaroba I
Jagakarsa,2020-05-01,7,2020,5,May,Pancaroba I
Jagakarsa,2020-06-01,13,2020,6,June,Musim Kemarau
Jagakarsa,2020-07-01,6,2020,7,July,Musim Kemarau
Jagakarsa,2020-08-01,1,2020,8,August,Musim Kemarau
Jagakarsa,2020-09-01,0,2020,9,September,Pancaroba II
Jagakarsa,2020-10-01,1,2020,10,October,Pancaroba II
Jagakarsa,2020-11-01,1,2020,11,November,Pancaroba II
Jagakarsa,2020-12-01,4,2020,12,December,Musim Hujan
Jagakarsa,2021-01-01,1,2021,1,January,Musim Hujan
Jagakarsa,2021-02-01,2,2021,2,February,Musim Hujan
Jagakarsa,2021-03-01,4,2021,3,March,Pancaroba I
Jagakarsa,2021-04-01,9,2021,4,April,Pancaroba I
Jagakarsa,2021-05-01,10,2021,5,May,Pancaroba I
Jagakarsa,2021-06-01,20,2021,6,June,Musim Kemarau
Jagakarsa,2021-07-01,7,2021,7,July,Musim Kemarau
Jagakarsa,2021-08-01,8,2021,8,August,Musim Kemarau
Jagakarsa,2021-09-01,19,2021,9,September,Pancaroba II
Jagakarsa,2021-10-01,25,2021,10,October,Pancaroba II
Jagakarsa,2021-11-01,21,2021,11,November,Pancaroba II
Jagakarsa,2021-12-01,22,2021,12,December,Musim Hujan
Jagakarsa,2022-01-01,22,2022,1,January,Musim Hujan
Jagakarsa,2022-02-01,17,2022,2,February,Musim Hujan
Jagakarsa,2022-03-01,18,2022,3,March,Pancaroba I
Jagakarsa,2022-04-01,16,2022,4,April,Pancaroba I
Jagakarsa,2022-05-01,27,2022,5,May,Pancaroba I
Jagakarsa,2022-06-01,18,2022,6,June,Musim Kemarau
Jagakarsa,2022-07-01,26,2022,7,July,Musim Kemarau
Jagakarsa,2022-08-01,17,2022,8,August,Musim Kemarau
Jagakarsa,2022-09-01,12,2022,9,September,Pancaroba II
Jagakarsa,2022-10-01,18,2022,10,October,Pancaroba II
Jagakarsa,2022-11-01,16,2022,11,November,Pancaroba II
Jagakarsa,2022-12-01,14,2022,12,December,Musim Hujan
Jagakarsa,2023-01-01,26,2023,1,January,Musim Hujan
Jagakarsa,2023-02-01,12,2023,2,February,Musim Hujan
Jagakarsa,2023-03-01,15,2023,3,March,Pancaroba I
Jagakarsa,2023-04-01,7,2023,4,April,Pancaroba I
Jagakarsa,2023-05-01,11,2023,5,May,Pancaroba I
Jagakarsa,2023-06-01,11,2023,6,June,Musim Kemarau
Jagakarsa,2023-07-01,6,2023,7,July,Musim Kemarau
Jagakarsa,2023-08-01,15,2023,8,August,Musim Kemarau
Jagakarsa,2023-09-01,2,2023,9,September,Pancaroba II
Jagakarsa,2023-10-01,20,2023,10,October,Pancaroba II
Jagakarsa,2023-11-01,1,2023,11,November,Pancaroba II
Jagakarsa,2023-12-01,6,2023,12,December,Musim Hujan
Jagakarsa,2024-01-01,13,2024,1,January,Musim Hujan
Jagakarsa,2024-02-01,24,2024,2,February,Musim Hujan
Jagakarsa,2024-03-01,53,2024,3,March,Pancaroba I
Jagakarsa,2024-04-01,52,2024,4,April,Pancaroba I
Jagakarsa,2024-05-01,67,2024,5,May,Pancaroba I
Jagakarsa,2024-06-01,34,2024,6,June,Musim Kemarau
Jagakarsa,2024-07-01,8,2024,7,July,Musim Kemarau
Jagakarsa,2024-08-01,12,2024,8,August,Musim Kemarau
Jagakarsa,2024-09-01,4,2024,9,September,Pancaroba II
Jagakarsa,2024-10-01,3,2024,10,October,Pancaroba II
Jagakarsa,2024-11-01,5,2024,11,November,Pancaroba II
Jagakarsa,2024-12-01,16,2024,12,December,Musim Hujan
Jagakarsa,2025-01-01,40,2025,1,January,Musim Hujan
Jagakarsa,2025-02-01,14,2025,2,February,Musim Hujan
Jagakarsa,2025-03-01,23,2025,3,March,Pancaroba I
Jagakarsa,2025-04-01,21,2025,4,April,Pancaroba I
Jagakarsa,2025-05-01,20,2025,5,May,Pancaroba I
Jagakarsa,2025-06-01,21,2025,6,June,Musim Kemarau
Jagakarsa,2025-07-01,18,2025,7,July,Musim Kemarau
Jagakarsa,2025-08-01,15,2025,8,August,Musim Kemarau
Jagakarsa,2025-09-01,9,2025,9,September,Pancaroba II
Jagakarsa,2025-10-01,9,2025,10,October,Pancaroba II
Jagakarsa,2025-11-01,14,2025,11,November,Pancaroba II
Jagakarsa,2025-12-01,3,2025,12,December,Musim Hujan
Jatinegara,2010-01-01,27,2010,1,January,Musim Hujan
Jatinegara,2010-02-01,55,2010,2,February,Musim Hujan
Jatinegara,2010-03-01,84,2010,3,March,Pancaroba I
Jatinegara,2010-04-01,60,2010,4,April,Pancaroba I
Jatinegara,2010-05-01,58,2010,5,May,Pancaroba I
Jatinegara,2010-06-01,26,2010,6,June,Musim Kemarau
Jatinegara,2010-07-01,36,2010,7,July,Musim Kemarau
Jatinegara,2010-08-01,40,2010,8,August,Musim Kemarau
Jatinegara,2010-09-01,19,2010,9,September,Pancaroba II
Jatinegara,2010-10-01,29,2010,10,October,Pancaroba II
Jatinegara,2010-11-01,48,2010,11,November,Pancaroba II
Jatinegara,2010-12-01,40,2010,12,December,Musim Hujan
Jatinegara,2011-01-01,39,2011,1,January,Musim Hujan
Jatinegara,2011-02-01,20,2011,2,February,Musim Hujan
Jatinegara,2011-03-01,16,2011,3,March,Pancaroba I
